id,name,pop,german hip hop,dance pop,pop urbaine,french hip hop,latin,reggaeton,trap latino,rap,hip hop
3q7HBObVc0L8jNeTe5Gofh,50 Cent,0,0,0,0,0,0,0,0,0,1
55Aa2cqylxrFIXC767Z865,Lil Wayne,0,0,0,0,0,0,0,0,1,1
08Ld63UgKrJ0nZnCkzHtzc,Project Pat,0,0,0,0,0,0,0,0,0,0
53EHeXzGs4HheTCTnwfPEr,SFR,0,0,0,0,0,0,0,0,0,0
1OJvqVmekd5OPxlTeHmlBl,Ion Miles,0,0,0,0,0,0,0,0,0,0
5szJHKg5xeUlQ9pTqzdpic,Taiu,0,0,0,0,0,0,0,0,0,0
6zrOXBaNn0DqJeXxgC2eyH,Houari,0,0,0,1,0,0,0,0,0,0
7LQLsKs1Qulq0BxYdhRnBU,Azad,0,1,0,0,0,0,0,0,0,0
4NSzuIc0eGOftqr0tEOhJk,ClockClock,0,0,0,0,0,0,0,0,0,0
7FXX45sHqoQoCwqtG0ZV8H,Solda,0,0,0,0,0,0,0,0,0,0
0b62itBWBdLgiecXjXCqKC,Maxwell,0,1,0,0,0,0,0,0,0,0
5IbUz6BcOu6IVY512oxavP,Niño de Elche,0,0,0,0,0,0,0,0,0,0
1HBjj22wzbscIZ9sEb5dyf,Jonas Blue,1,0,1,0,0,0,0,0,0,0
3vUMXQ9kPnZAQkMkZZ7Hfh,Tiakola,0,0,0,1,1,0,0,0,0,0
3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,0,0,0,0,0,0,0,0,1,1
2kXKa3aAFngGz2P4GjG5w2,SCH,0,0,0,1,1,0,0,0,0,0
36caCzfSrrL7a8Mvd1SuRr,Chapo102,0,1,0,0,0,0,0,0,0,0
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,0,0,0,0,0,0,0,0,0,0
1zNqQNIdeOUZHb8zbZRFMX,Swae Lee,0,0,0,0,0,0,0,0,0,0
42ppAzaKW3DW3bYRmxd1Dw,DJ Conds,0,0,0,0,0,0,0,0,0,0
5UN0rzL594mWY2RbOtZqIN,Ptazeta,0,0,0,0,0,0,0,0,0,0
1wAtSe79kItIb9nf5EhI2Q,Niro,0,0,0,1,1,0,0,0,0,0
0EmeFodog0BfCgMzAIvKQp,Shakira,0,0,1,0,0,1,0,0,0,0
2ydZrTy8U3kOMOzx20s3dg,DJ Nelson,0,0,0,0,0,1,1,0,0,0
2mpeljBig2IXLXRAFO9AAs,Dido,0,0,0,0,0,0,0,0,0,0
2SrSdSvpminqmStGELCSNd,Stormzy,0,0,0,0,0,0,0,0,0,0
4Dokdwa3WB7ilQ2c2qvIBL,Bugzy Malone,0,0,0,0,0,0,0,0,0,0
2WmxTCUVOyGsqn4GA7VxuC,Gustav,0,0,0,0,0,0,0,0,0,0
3l9G1G9MxH6DaRhwLklaf5,Oscar Maydon,0,0,0,0,0,0,0,0,0,0
5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,1,0,1,0,0,0,0,0,0,1
6n28c9qs9hNGriNa72b26u,PNAU,0,0,0,0,0,0,0,0,0,0
3wcj11K77LjEY1PkEazffa,Burna Boy,0,0,0,0,0,0,0,0,0,0
0rjms710nwQTdrQheXHJfz,Standly,0,0,0,0,0,0,0,0,0,0
7xtnpHS34mLlxGZDVUBHSU,La Húngara,0,0,0,0,0,0,0,0,0,0
0VRj0yCOv2FXJNP47XQnx5,Quavo,0,0,0,0,0,0,0,0,0,1
2T1aUibqR2QC2sINIDQOAK,Mambo Kingz,0,0,0,0,0,0,0,0,0,0
3NPpFNZtSTHheNBaWC82rB,X Ambassadors,1,0,0,0,0,0,0,0,0,0
4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,0,0,0,0,0,1,0,0,0,0
1URnnhqYAYcrqrcwql10ft,21 Savage,0,0,0,0,0,0,0,0,1,0
687cZJR45JO7jhk1LHIbgq,Tems,0,0,0,0,0,0,0,0,0,0
4bWHA8fMNjzfGPQqnh5D6y,Recycled J,0,0,0,0,0,0,0,0,0,0
5RaQ9nmVGoTye2SI76x3yw,Kofs,0,0,0,1,1,0,0,0,0,0
1Ts9of7VPZElwPQnqnDSfW,Lyanno,0,0,0,0,0,1,1,0,0,0
0uxYECT7XqHNccQAg5Uhe4,Nico Valdi,0,0,0,0,0,0,0,0,0,0
28ExwzUQsvgJooOI0X1mr3,Jay Rock,0,0,0,0,0,0,0,0,0,1
5iIl7sknJm4dw34xfsL667,skrilla,0,0,0,0,0,0,0,0,0,0
4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,0,0,0,0,0,0,0,0,0,0
31IVfzTQ5bAPL8XMrO6dVx,Axolotes Mexicanos,0,0,0,0,0,0,0,0,0,0
60XHOAhvEBiV6BGBOv8ClM,La Joaqui,0,0,0,0,0,0,0,0,0,0
2NZD6Gqfk60GEcAAnJKVsR,Stars Music Chile,0,0,0,0,0,0,0,0,0,0
5LeiVcEnsZcwc133TUhJNW,Belinda,0,0,1,0,0,1,0,0,0,0
12vb80Km0Ew53ABfJOepVz,Ñengo Flow,0,0,0,0,0,1,1,0,0,0
00XhexlJEXQstHimpZN910,Brytiago,0,0,0,0,0,1,1,0,0,0
5gs4Sm2WQUkcGeikMcVHbh,Hamza,0,0,0,1,1,0,0,0,0,0
1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,1,0,1,0,0,0,0,0,0,0
4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,0,0,0,0,0,0,0,0,1,1
2IoSLl3tqYMq9DzR0d6NJN,Elams,0,0,0,1,1,0,0,0,0,0
1wZtkThiXbVNtj6hee6dz9,Wisin & Yandel,0,0,0,0,0,1,1,0,0,0
2LhsePRtgCo4THVKULQBL7,L.V.,0,0,0,0,0,0,0,0,0,0
0aOIluXr131XqrXFwFCFGT,Sevek,0,0,0,0,0,0,0,0,0,0
1Oa0bMld0A3u5OTYfMzp5h,Nate Dogg,0,0,0,0,0,0,0,0,0,1
77DAFfvm3O9zT5dIoG0eIO,Kyla,0,0,0,0,0,0,0,0,0,0
64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,1,0,1,0,0,0,0,0,0,0
64aJYyrXljOodnUG6jvhRD,DJ Luian,0,0,0,0,0,1,1,0,0,0
37230BxxYs9ksS7OkZw3IU,Chencho Corleone,0,0,0,0,0,0,0,0,0,0
7EQ0qTo7fWT7DPxmxtSYEc,Bastille,1,0,0,0,0,0,0,0,0,0
2p1fiYHYiXz9qi0JJyxBzN,Skepta,0,0,0,0,0,0,0,0,1,0
2f6TzIGIIxEuwp6o7kEbhy,Pablo Mas,0,0,0,0,0,0,0,0,0,0
2YVF0Ou5zIc4mpgtLIlGN0,Robert Miles,0,0,0,0,0,0,0,0,0,0
2h93pZq0e7k5yf4dywlkpM,Frank Ocean,0,0,0,0,0,0,0,0,0,1
3J1MhhyXLJRNRZVrx11Lbf,Cyril Kamer,0,0,0,0,0,0,0,1,0,0
4bthk9UfsYUYdcFyqxmSUU,Tears For Fears,0,0,0,0,0,0,0,0,0,0
7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,0,0,0,0,0,0,0,0,0,0
3L774tiJRvPmAS90pOLB44,Rsko,0,0,0,1,0,0,0,0,0,0
3NH8t45zOTqzlZgBvZRjvB,PNL,0,0,0,1,1,0,0,0,0,0
56n1NeXsTOOxjX3Z4lVMTJ,SFDK,0,0,0,0,0,0,0,0,0,0
4lHAjTCvXGu8QIM3cEe93m,Maka,0,0,0,0,0,0,0,0,0,0
5fmYDIdgEkSgLdL6esxgfp,Belén Aguilera,0,0,0,0,0,0,0,0,0,0
6ltzsmQQbmdoHHbLZ4ZN25,Lord Huron,0,0,0,0,0,0,0,0,0,0
5ZqnEfVdEGmoPxtELhN7ai,Estopa,0,0,0,0,0,0,0,0,0,0
2ptKt4yP4mYRZmvi09JYyi,Timal,0,0,0,1,1,0,0,0,0,0
7IlRNXHjoOCgEAWN5qYksg,Aya Nakamura,0,0,0,1,0,0,0,0,0,0
3YwqjMyrRfuixi2pbgTGCE,Heuss L'enfoiré,0,0,0,1,1,0,0,0,0,0
718COspgdWOnwOFpJHRZHS,Luke Combs,0,0,0,0,0,0,0,0,0,0
2IvkS5MXK0vPGnwyJsrEyV,Eric Church,0,0,0,0,0,0,0,0,0,0
3OqTvcWgb0xaainosGVvuZ,Gala,0,0,0,0,0,0,0,0,0,0
73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,0,0,0,0,0,0,0,0,1,1
2ysnwxxNtSgbb9t1m2Ur4j,George Ezra,1,0,0,0,0,0,0,0,0,0
5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,0,0,0,0,0,0,0,0,0,1
0jeYkqwckGJoHQhhXwgzk3,Cruz Cafuné,0,0,0,0,0,0,0,0,0,0
6xeFne1rkxMhKSW3ipvkdV,Toploader,0,0,0,0,0,0,0,0,0,0
4ckWVaYN8j0EZrNFRHmxZx,Marmi,0,0,0,0,0,0,0,0,0,0
1m9WPOccw8sizsVYUhSVjZ,Selecta,0,0,0,0,0,0,0,0,0,0
3YBJLs7RqR0aPGBgU27nDh,Werenoi,0,0,0,1,1,0,0,0,0,0
0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,0,0,0,0,0,0,0,0,1,1
1GLtl8uqKmnyCWxHmw9tL4,The Kooks,0,0,0,0,0,0,0,0,0,0
1hJuGCUpefX24GFmss9bjH,Amy Macdonald,0,0,0,0,0,0,0,0,0,0
1IueXOQyABrMOprrzwQJWN,Sigala,1,0,1,0,0,0,0,0,0,0
6jStlKLflTMUN6BajxrNlj,Julien Doré,0,0,0,0,0,0,0,0,0,0
3E12tRURRvPfHz0hAMCFYc,Omar Courtz,0,0,0,0,0,0,0,0,0,0
1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,1,0,0,0,0,0,0,0,0,0
2gduEC76ry33RVurAvT05p,Nathan Dawe,0,0,1,0,0,0,0,0,0,0
2PJEagPIxaBugeMjIyKVXF,Aitch,0,0,0,0,0,0,0,0,0,0
5f6nz3iqzrfiUfKOIKvLvd,Nemir,0,0,0,1,1,0,0,0,0,0
7dIpKWlEeAljA20vFJ82RD,Roar,0,0,0,0,0,0,0,0,0,0
1pPmIToKXyGdsCF6LmqLmI,Rich The Kid,0,0,0,0,0,0,0,0,0,1
1ackd5XprZEkH3McKbQD51,Juan Magán,0,0,1,0,0,1,0,0,0,0
03Vz1qy4oauKKM9kJKy5DW,EAZ,0,0,0,0,0,0,0,0,0,0
6ddcxDK0BEkhe5LCdoA5Ki,Nickzzy,0,0,0,0,0,0,0,1,0,0
0LKAV3zJ8a8AIGnyc5OvfB,SDM,0,0,0,1,1,0,0,0,0,0
5pKCCKE2ajJHZ9KAiaK11H,Rihanna,1,0,1,0,0,0,0,0,0,0
4reog9Hn84AuUWvGX5a2Yq,Zed,0,0,0,0,0,0,0,0,0,0
77AiFEVeAVj2ORpC85QVJs,Steve Aoki,0,0,1,0,0,0,0,0,0,0
6dbdXbyAWk2qx8Qttw0knR,Josman,0,0,0,1,1,0,0,0,0,0
0qTZZWLzuD59Un5r1speHm,Chris Jedi,0,0,0,0,0,1,1,0,0,0
2sil8z5kiy4r76CRTXxBCA,The Goo Goo Dolls,0,0,0,0,0,0,0,0,0,0
7u6LfVyYpEzMpHLL7jTyvU,Dwele,0,0,0,0,0,0,0,0,0,0
4OV6uYSnHxSYkjDYuBVBUz,Slimane,0,0,0,0,0,0,0,0,0,0
2t7vyRN71qtQT18frElAnV,Maikel Delacalle,0,0,0,0,0,0,0,1,0,0
2s7fZ34RK8RUJQ2ewsh6I5,RK,0,0,0,1,1,0,0,0,0,0
2ErWLckuGFl84nGmg5fwyG,Bilderbuch,0,0,0,0,0,0,0,0,0,0
4GGfAshSkqoxpZdoaHm7ky,ERNEST,0,0,0,0,0,0,0,0,0,0
6vWDO969PvNqNYHIOW5v0m,Beyoncé,1,0,1,0,0,0,0,0,0,0
6FOpWOxsjQxKEbLiJpU1xV,India Martinez,0,0,0,0,0,0,0,0,0,0
3EW0kQ1skZiK1NHg3Spt9J,Takeoff,0,0,0,0,0,0,0,0,1,0
5W9ShLREoRMuXqSSYMeHqk,Gianni,0,0,0,1,1,0,0,0,0,0
7wjeXCtRND2ZdKfMJFu6JC,Louane,0,0,0,0,0,0,0,0,0,0
1lB3I3SI30v2ZOpR4XQqzJ,Gambi,0,0,0,1,1,0,0,0,0,0
3AA28KZvwAUcZuOKwyblJQ,Gorillaz,0,0,0,0,0,0,0,0,0,0
3Zs59sqZJ6fWQqWbRC8bOP,Natalia Lacunza,0,0,0,0,0,0,0,0,0,0
6AMd49uBDJfhf30Ak2QR5s,Coi Leray,0,0,0,0,0,0,0,0,0,0
3qBKjEOanahMxlRojwCzhI,Zacari,0,0,0,0,0,0,0,0,0,0
54kCbQZaZWHnwwj9VP2hn4,Zola,0,0,0,1,1,0,0,0,0,0
43BxCL6t4c73BQnIJtry5v,James Hype,0,0,1,0,0,0,0,0,0,0
6rqlONGmPuP2wJVSfliLBI,Peter Fox,0,0,0,0,0,0,0,0,0,0
1tnX93BHWyMdBSLhwAzo1j,Mudi,0,1,0,0,0,0,0,0,0,0
6RWMnZmXs8Ob715qLr4374,Aissa,0,0,0,0,0,0,0,0,0,0
77iZVjeYoYSl5P0K9mIiUE,Haze,0,0,0,0,0,0,0,0,0,0
4uiEeT7dw0guTJ5CPMsX83,SHB,0,0,0,0,0,0,0,0,0,0
63yrD80RY3RNEM2YDpUpO8,Melanie Martinez,1,0,0,0,0,0,0,0,0,0
2SveKtmknwwMpYJtuFkYZj,Schubi AKpella,0,1,0,0,0,0,0,0,0,0
2wIVse2owClT7go1WT98tk,Missy Elliott,1,0,1,0,0,0,0,0,0,1
3m5qlPf2OkihLz3dRYnkPA,Ovy On The Drums,0,0,0,0,0,0,1,0,0,0
5KBbs98MK59UNMF1VTwMmz,Claudio Capéo,0,0,0,0,0,0,0,0,0,0
2bxxlINUlcMQQb39K7IopR,Abraham Mateo,0,0,0,0,0,1,0,0,0,0
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,1,0,0,0,0,0,0,0,1,0
6QzzeKV0VcnT2vJMYDPuL4,Trettmann,0,1,0,0,0,0,0,0,0,0
5mmEMfYChd6MImBagU7zCs,Bigflo & Oli,0,0,0,0,0,0,0,0,0,0
00me4Ke1LsvMxt5kydlMyU,Cosculluela,0,0,0,0,0,1,1,0,0,0
3Xt3RrJMFv5SZkCfUE8C1J,Kim Petras,0,0,1,0,0,0,0,0,0,0
6ZzzrehTAdrM8y6saVjtoN,TeeDee,0,0,0,0,0,0,0,0,0,0
164Uj4eKjl6zTBKfJLFKKK,JVKE,0,0,0,0,0,0,0,0,0,0
0HxX6imltnNXJyQhu4nsiO,LF SYSTEM,0,0,0,0,0,0,0,0,0,0
13mm5rU1jvWfWG6uQ46ypd,Pierre de Maere,0,0,0,0,0,0,0,0,0,0
2oOAiE62UgqjCEWTHPdn0F,Nuit Incolore,0,0,0,0,0,0,0,0,0,0
6CP5wWvO8oIxedESJNCN4H,Ski Aggu,0,1,0,0,0,0,0,0,0,0
50ZzowkYhUZZ2uGZSXqJbE,Florian Künstler,0,0,0,0,0,0,0,0,0,0
7qMDCTsnaGWM9h8rqTnk0q,Levin Liam,0,1,0,0,0,0,0,0,0,0
2CaWJMR1eyvq8n5h96ggJC,Durdenhauer,0,0,0,0,0,0,0,0,0,0
06VwNCd4PPAxBuxheaf5bz,DJ Robin,0,0,0,0,0,0,0,0,0,0
6Sbl0NT50roqWvy746MfVf,Gabito Ballesteros,0,0,0,0,0,0,0,0,0,0
762310PdDnwsDxAQxzQkfX,Depeche Mode,0,0,0,0,0,0,0,0,0,0
4zvLVP1siaenGVnUBDo2nt,Daniel Miller,0,0,0,0,0,0,0,0,0,0
7iWcRnQMinCoV2u5ICgsW0,Udo Lindenberg,0,0,0,0,0,0,0,0,0,0
7a35Zdc78bDXJv2vYf5hSO,Beendo Z,0,0,0,0,0,0,0,0,0,0
49jTY62Cpw3RYo4dLuG43W,Cian Ducrot,0,0,0,0,0,0,0,0,0,0
3qiHUAX7zY4Qnjx8TNUzVx,Yeat,0,0,0,0,0,0,0,0,0,0
2D8UzkIVdg1bj0Iqz6gjk0,Abhir Hathi,0,0,0,0,0,0,0,0,0,0
3DgZk9TPxWee4QgbRpKGF4,Shibui,0,0,0,0,0,0,0,0,0,0
0niAkxgT6y57bRbT0Ge94z,LiL CaKe,0,0,0,0,0,0,0,0,0,0
4IndUOBCZYZg61557iq2A9,Maldy,0,0,0,0,0,0,1,0,0,0
6nVcHLIgY5pE2YCl8ubca1,Jhayco,0,0,0,0,0,0,1,1,0,0
56Qz2XwGj7FxnNKrfkWjnb,FAST BOY,0,0,0,0,0,0,0,0,0,0
5xSXFYJ9xBDUBxF5VUKDZR,Dertay,0,0,0,0,0,0,0,0,0,0
0IEzMvarfVycBJAXjjEZOL,La Pantera,0,0,0,0,0,0,0,0,0,0
2xzyIzdjfeXX6FIQtlAAyw,ARIZONATEARS,0,0,0,0,0,0,0,0,0,0
7I3bkknknQkIiatWiupQgD,Beach Weather,0,0,0,0,0,0,0,0,0,0
2W6WP4pHQTFlbr2z9S4n54,Kordhell,0,0,0,0,0,0,0,0,0,0
6zBax4hSAI1BJYgwF61EP5,Inéz,0,0,0,0,0,0,0,0,0,0
1r93D0anfnfL4M7tYTce0J,Edwin Rosen,0,0,0,0,0,0,0,0,0,0
0M2CO5ijP35MDhNwvpgxTV,sped up nightcore,0,0,0,0,0,0,0,0,0,0
0Upxnyh9nIUNSOmNE8WF4R,BYOR,0,0,0,0,0,0,0,0,0,0
7o2ZQYM7nTsaVdkXY38UAA,Em Beihold,0,0,0,0,0,0,0,0,0,0
6WAnQfBWB7ddhujPsFQ0pG,Lauty Gram,0,0,0,0,0,0,0,0,0,0
2NeFajzkAQ4UfviWdzf0pK,Marta Santos,0,0,0,0,0,0,0,0,0,0
3LZZPxNDGDFVSIPqf4JuEf,Ice Spice,0,0,0,0,0,0,0,0,0,0
46xBNx0j6cwY6sD9LgMTm1,Rosa Linn,0,0,0,0,0,0,0,0,0,0
40ZNYROS4zLfyyBSs2PGe2,Zach Bryan,0,0,0,0,0,0,0,0,0,0
2rmkQLzj0k4nZdQehOUByO,Chino Pacas,0,0,0,0,0,0,0,0,0,0
0ITff7REwQrTAlu9HsiWQT,The Prodigiez,0,0,0,0,0,0,0,0,0,0
1H2agrqo1Y8alTi5Wde6UG,FABE BROWN,0,0,0,0,0,0,0,0,0,0
6BH1xcDkwbbyrLMUKECsW1,Toosii,0,0,0,0,0,0,0,0,0,0
00vsUIEaNHw6qoQnh8DQM2,EL IMA,0,0,0,0,0,0,0,0,0,0
3ZpEKRjHaHANcpk10u6Ntq,Ayra Starr,0,0,0,0,0,0,0,0,0,0
1buzCmyYZE4kcdLRudsb8V,Mikky Ekko,0,0,0,0,0,0,0,0,0,0
2kS9NyuATpYwjeB93h24H5,Nina Chuba,0,0,0,0,0,0,0,0,0,0
6poBa7e0hqMo8tfNjh0TAV,Die Draufgänger,0,0,0,0,0,0,0,0,0,0
4TGltjqP0MQxdGeSIrM4es,RIDSA,0,0,0,0,0,0,0,0,0,0
2RV0VshxVfkduUIHn0PLzJ,bshp,0,0,0,0,0,0,0,0,0,0
5jNjbQYkujIbjSvvKroBlv,Subelo NEO,0,0,0,0,0,0,0,0,0,0
6B4RvAzPbZcxMjhZvFSDis,Boris Way,0,0,0,0,0,0,0,0,0,0
5kgDdP7a4TsvkF08gpJGX0,Juseph,0,0,0,0,0,0,0,0,0,0
7rz6ZZErn5YFDteXKhyf3g,Disiz,0,0,0,0,1,0,0,0,0,0
5n9bMYfz9qss2VOW89EVs2,Bomba Estéreo,0,0,0,0,0,0,0,0,0,0
1Wic7dyEeEpQXDBbDf6HKm,HoodBlaq,0,1,0,0,0,0,0,0,0,0
5f7z2thkqWrA4vp5Hh476O,Enol,0,0,0,0,0,0,0,0,0,0
09wnzgFWuf8oZHJ4BDoeMS,Olupellar,0,0,0,0,0,0,0,0,0,0
7kjSuFGKhLm8b5qXoMhRkJ,Libianca,0,0,0,0,0,0,0,0,0,0
5OLkn5GT6EcMuJzjwgvQnu,Vacra,0,0,0,1,0,0,0,0,0,0
5y8tKLUfMvliMe8IKamR32,d4vd,0,0,0,0,0,0,0,0,0,0
4H9W4cb3X0qRpv87yKV7fV,Kwam.E,0,1,0,0,0,0,0,0,0,0
33X2jfLSVyDevoksJjRZoS,Strandz,0,0,0,0,0,0,0,0,0,0
2D4FOOOtWycb3Aw9nY5n3c,Declan McKenna,0,0,0,0,0,0,0,0,0,0
4XC335ouK6pXyq4QiIb8bP,Eliza Rose,0,0,0,0,0,0,0,0,0,0
4UWWa5dKgTLAx8mv6Ju6X1,venbee,0,0,0,0,0,0,0,0,0,0
3win9vGIxFfBRag9S63wwf,Bailey Zimmerman,0,0,0,0,0,0,0,0,0,0
6wH6iStAh4KIaWfuhf0NYM,Manu Chao,0,0,0,0,0,0,0,0,0,0
2PAyYzUdafG4mFFp6Rynsk,Raul Clyde,0,0,0,0,0,0,0,0,0,0
6AFA7y2tNohNcpaLwDRyxx,KXXMA,0,0,0,0,0,0,0,0,0,0
21dVknSLCsK37cWozWDZZS,Matt Sassari,0,0,0,0,0,0,0,0,0,0
7LmtogB01302Utf3C3R4GT,GAULOIS,0,0,0,1,1,0,0,0,0,0
5yOvAmpIR7hVxiS6Ls5DPO,Omah Lay,0,0,0,0,0,0,0,0,0,0
0BovidHLtM9n55WXWkApK9,Samuraï,0,0,0,0,0,0,0,0,0,0
42RwQlOWDVzGRQVa61O8VV,OVE,0,0,0,0,0,0,0,0,0,0
2EahEAOUPPXAcncTr8laCj,MADE,0,1,0,0,0,0,0,0,0,0
45ruzGUmIr8WLjLOPJ9mGU,Miggy Dela Rosa,0,0,1,0,0,0,0,0,0,0
2nxyC1TQywKkvfkvuaiaW6,TurboKevin,0,0,0,0,0,0,0,0,0,0
574qIjE9UTvfSvtnIrdLaE,Loi,0,0,0,0,0,0,0,0,0,0
1w8f71fNCVvZtiz4DLd7N5,Harley,0,0,0,1,0,0,0,0,0,0
5QrV5Vr4KdsyKtifvD6X1U,Issey Cross,0,0,0,0,0,0,0,0,0,0
6XkjpgcEsYab502Vr1bBeW,Grupo Frontera,0,0,0,0,0,0,0,0,0,0
35WVTyRnKAoaGExqgktVyb,Hotel Ugly,0,0,0,0,0,0,0,0,0,0
7mx6iGwPF157vXwYcl1DQ3,Restricted,0,0,0,0,0,0,0,0,0,0
6HvZYsbFfjnjFrWF950C9d,NewJeans,0,0,0,0,0,0,0,0,0,0
2HIP5sNZWkrPgSBWRk8XpA,SIRA,0,0,0,0,0,0,0,0,0,0
1NNRWkhwmcXRimFYSBpB1y,Yng Lvcas,0,0,0,0,0,0,0,0,0,0
0NbfKEOTQCcwd6o7wSDOHI,The Game,0,0,0,0,0,0,0,0,1,1
7dJCdUO0l0K2WXzrzjYpmC,Caity Baser,0,0,0,0,0,0,0,0,0,0
19HM5j0ULGSmEoRcrSe5x3,Milo j,0,0,0,0,0,0,0,0,0,0
5hKGLu4Ik88FzWcTPhWNTN,INTERWORLD,0,0,0,0,0,0,0,0,0,0
57WgHRhbRK7ArL0Vgs4s2I,Farruquito,0,0,0,0,0,0,0,0,0,0
3yDDYheQFqfhKZXdjFQuuP,goddard.,0,0,0,0,0,0,0,0,0,0
2gW0M5fn2r7Lo4Hn1r8HZ5,Creeds,0,0,0,0,0,0,0,0,0,0
2O8vbr4RYPpk6MRA4fio7u,Saiko,0,0,0,0,0,0,0,0,0,0
2z1MpPojFcvxYcEAx0lT6w,Vicco,0,0,0,0,0,0,0,0,0,0
6vNAKgK5d74N1I0zTxRPDp,Tream,0,0,0,0,0,0,0,0,0,0
744jIBAAvzMa5eVtUZDxR1,Liaze,0,1,0,0,0,0,0,0,0,0
0GgyFUpOyzWDRDqx8FCTDN,Baby Rasta,0,0,0,0,0,0,1,0,0,0
1GmsPCcpKgF9OhlNXjOsbS,Lizzy McAlpine,1,0,0,0,0,0,0,0,0,0
6uJ51uV5rYzu1MJkC4CceI,Interplanetary Criminal,0,0,0,0,0,0,0,0,0,0
1rpxM2mBJnWdfPeieLDYOc,ZEG P,0,0,0,0,0,0,0,0,0,0
12GqGscKJx3aE4t07u7eVZ,Peso Pluma,0,0,0,0,0,0,0,0,0,0
1GVuCyb4PlArufUZDUnRQi,southstar,0,0,0,0,0,0,0,0,0,0
4S9LNSZusH3XflT3g32bqB,Carla Monroe,0,0,0,0,0,0,0,0,0,0
3rZxAl7fnH4NDynhJm3MUm,Kolja Goldstein,0,1,0,0,0,0,0,0,0,0
6Q3ske8DX705YojfAgidez,Came Beats,0,0,0,0,0,0,0,0,0,0
2mkCm5VNJTplOKJxcDYMpa,Ericson,0,0,0,0,0,0,0,0,0,0
5qPRgWcEOGRzoIST0sHAiI,Angel Dior,0,0,0,0,0,0,0,0,0,0
4jsmk00NuPR1FfXqUCF1ac,treamiboii,0,0,0,0,0,0,0,0,0,0
39TshGQ7RY8nYrhILYRT1S,Linton,0,0,0,0,0,0,0,0,0,0
7w9jfr3fWWEOnm5O3c296Q,Jairo deRemache,0,0,0,0,0,0,0,0,0,0
7CXlqxbfckEDH2hQMjrGyZ,Phil Legg,0,0,0,0,0,0,0,0,0,0
3Sz7ZnJQBIHsXLUSo0OQtM,Mac DeMarco,0,0,0,0,0,0,0,0,0,0
3S46qb1V62vKdGl1sR6LEQ,Schürze,0,0,0,0,0,0,0,0,0,0
5jNmxPYz8QE5rYp4GDil8t,Dina Rae,0,0,0,0,0,0,0,0,0,0
4MvZhE1iuzttcoyepkpfdF,ThxSoMch,0,0,0,0,0,0,0,0,0,0
52iwsT98xCoGgiGntTiR7K,Quevedo,0,0,0,0,0,0,0,0,0,0
4YUcg2ee9TxMNdjhAxzZBF,Ashh,0,0,0,1,1,0,0,0,0,0
6L7j9oK58YpVLZClqX0iF4,ARY,0,1,0,0,0,0,0,0,0,0
20JMfmzDb5cjHxEoMXXMyY,Favé,0,0,0,0,0,0,0,0,0,0
5CWqAxPyMw1opbJyhvs6YO,GAZY MP,0,0,0,0,0,0,0,0,0,0
0Cs47vvRsPgEfliBU9KDiB,D.O.D,0,0,1,0,0,0,0,0,0,0
1nRbtbdYK51y71nVOxu332,Kerchak,0,0,0,0,0,0,0,0,0,0
4TLCPR1sMYoNU1jA7O4uww,D.O.E.,0,0,0,0,0,0,0,0,0,0
5344K3N7rx7kw1HjO8psuq,James Carter,0,0,0,0,0,0,0,0,0,0
4bId6MR2fskVKIeCSEmktg,Ivo Martin,0,0,0,0,0,0,0,0,0,0
3Wxidvy1joh0HaRNyvpIdb,Dorian,0,1,0,0,0,0,0,0,0,0
054k3bx4tpjx1tfypvq3eq,Bobby Vandamme,0,1,0,0,0,0,0,0,0,0
3RbuVoer2pZlqAXI73ElhX,Cheriimoya,0,0,0,0,0,0,0,0,0,0
1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,0,0,0,0,0,0,0,0,0,0
5XKFrudbV4IiuE5WuTPRmT,Stephen Sanchez,1,0,0,0,0,0,0,0,0,0
1pi7nGhOM7PTHR5YEgXVGq,Villano Antillano,0,0,0,0,0,0,0,0,0,0
75oAxYtjhDyLttgvGwQIvM,Aime Simone,0,0,0,0,0,0,0,0,0,0
311uEW9rt5g2NmzjGEKS2E,Mae Stephens,0,0,0,0,0,0,0,0,0,0
63wjoROpeh5f11Qm93UiJ1,Keri Hilson,0,0,1,0,0,0,0,0,0,0
12Zk1DFhCbHY6v3xep2ZjI,070 Shake,0,0,0,0,0,0,0,0,0,0
3tN4jv8IaO9UAKTWqpXaV4,Mia Julia,0,0,0,0,0,0,0,0,0,0
