iso3,date,life_expectancy,fertility
CPV,2008,70.786,2.687
CPV,2009,70.911,2.629
CPV,2010,71.062,2.581
CPV,2011,71.243,2.539
CPV,2012,71.445,2.5
CPV,2013,71.661,2.463
CPV,2014,71.886,2.425
CPV,2015,72.117,2.385
CPV,2016,72.347,2.346
CPV,2017,72.57,2.309
CPV,2018,72.782,2.274
CPV,2019,72.981,2.242
CPV,2020,73.166,2.213
CRI,2000,77.452,2.363
CRI,2001,77.601,2.275
CRI,2002,77.74,2.195
CRI,2003,77.871,2.124
CRI,2004,77.996,2.065
CRI,2005,78.117,2.016
CRI,2006,78.239,1.978
CRI,2007,78.362,1.948
CRI,2008,78.491,1.923
CRI,2009,78.626,1.903
CRI,2010,78.769,1.885
CRI,2011,78.919,1.869
CRI,2012,79.074,1.853
CRI,2013,79.234,1.838
CRI,2014,79.398,1.823
CRI,2015,79.565,1.806
CRI,2016,79.738,1.789
CRI,2017,79.914,1.772
CRI,2018,80.095,1.754
CRI,2019,80.279,1.737
CRI,2020,80.465,1.721
CUB,2000,76.699,1.603
CUB,2001,76.905,1.598
CUB,2002,77.105,1.59
CUB,2003,77.303,1.583
CUB,2004,77.499,1.576
CUB,2005,77.688,1.573
CUB,2006,77.864,1.576
CUB,2007,78.019,1.586
CUB,2008,78.15,1.602
CUB,2009,78.256,1.624
CUB,2010,78.338,1.647
CUB,2011,78.4,1.668
CUB,2012,78.446,1.683
CUB,2013,78.485,1.689
CUB,2014,78.521,1.686
CUB,2015,78.561,1.674
CUB,2016,78.607,1.656
CUB,2017,78.662,1.637
CUB,2018,78.726,1.618
CUB,2019,78.802,1.602
CUB,2020,78.892,1.59
CUW,2000,,
CUW,2001,,
CUW,2002,,
CUW,2003,,
CUW,2004,,
CUW,2005,,
CUW,2006,74.709756097561,2.1
CUW,2007,75.3634146341464,2.0
CUW,2008,75.309756097561,2.2
CUW,2009,76.1560975609756,2.1
CUW,2010,,2.2
CUW,2011,77.4731707317073,2.1
CUW,2012,77.5243902439024,2.2
CUW,2013,77.8268292682927,2.1
CUW,2014,77.9756097560976,2.0
CUW,2015,78.0756097560976,1.9
CUW,2016,77.719512195122,1.7
CUW,2017,78.0170731707317,1.5
CUW,2018,,1.7
CUW,2019,,1.6
CUW,2020,,1.6
CYM,2000,,
CYM,2001,,
CYM,2002,,
CYM,2003,,
CYM,2004,,
CYM,2005,,
CYM,2006,,
CYM,2007,,
CYM,2008,,
CYM,2009,,
CYM,2010,82.190243902439,
CYM,2011,,
CYM,2012,,
CYM,2013,,
CYM,2014,,
CYM,2015,,
CYM,2016,,
CYM,2017,,
CYM,2018,,
CYM,2019,,
CYM,2020,,
CYP,2000,78.009,1.716
CYP,2001,78.139,1.66
CYP,2002,78.264,1.614
CYP,2003,78.385,1.576
CYP,2004,78.506,1.545
CYP,2005,78.63,1.52
CYP,2006,78.764,1.498
CYP,2007,78.91,1.479
CYP,2008,79.071,1.461
CYP,2009,79.245,1.443
CYP,2010,79.43,1.424
CYP,2011,79.621,1.406
CYP,2012,79.812,1.39
CYP,2013,79.999,1.376
CYP,2014,80.178,1.364
CYP,2015,80.35,1.354
CYP,2016,80.513,1.345
CYP,2017,80.672,1.337
CYP,2018,80.828,1.329
CYP,2019,80.982,1.321
CYP,2020,81.135,1.313
CZE,2000,74.9682926829268,1.15
CZE,2001,75.1731707317073,1.15
CZE,2002,75.2219512195122,1.17
CZE,2003,75.1707317073171,1.18
CZE,2004,75.7219512195122,1.23
CZE,2005,75.9243902439025,1.29
CZE,2006,76.5243902439024,1.34
CZE,2007,76.7243902439025,1.45
CZE,2008,76.9756097560976,1.51
CZE,2009,77.0780487804878,1.51
CZE,2010,77.4243902439025,1.51
CZE,2011,77.8731707317073,1.43
CZE,2012,78.0756097560976,1.45
CZE,2013,78.1756097560976,1.46
CZE,2014,78.8243902439024,1.53
CZE,2015,78.5780487804878,1.57
CZE,2016,79.0268292682927,1.63
CZE,2017,78.9780487804878,1.69
CZE,2018,79.0292682926829,1.71
CZE,2019,79.2292682926829,1.71
CZE,2020,78.2268292682927,1.71
DEU,2000,77.9268292682927,1.38
DEU,2001,78.3292682926829,1.35
DEU,2002,78.2292682926829,1.34
DEU,2003,78.3804878048781,1.34
DEU,2004,78.6804878048781,1.36
DEU,2005,78.9317073170732,1.34
DEU,2006,79.1317073170732,1.33
DEU,2008,79.7365853658537,1.38
DEU,2009,79.8365853658537,1.36
DEU,2010,79.9878048780488,1.39
DEU,2011,80.4365853658537,1.39
DEU,2012,80.5390243902439,1.41
DEU,2013,80.490243902439,1.42
DEU,2014,81.090243902439,1.47
DEU,2015,80.6414634146341,1.5
DEU,2016,80.990243902439,1.6
DEU,2017,80.9926829268293,1.57
DEU,2018,80.8926829268293,1.57
DEU,2019,81.2926829268293,1.54
DEU,2020,80.9414634146342,1.53
DJI,2000,57.022,4.484
DJI,2001,57.1,4.359
DJI,2002,57.235,4.24
DJI,2003,57.427,4.118
DJI,2004,57.682,3.994
DJI,2005,57.991,3.867
DJI,2006,58.34,3.739
DJI,2007,58.719,3.617
DJI,2008,59.124,3.502
DJI,2009,59.561,3.397
DJI,2010,60.062,3.3
DJI,2011,60.667,3.213
DJI,2012,61.395,3.131
DJI,2013,62.239,3.054
DJI,2014,63.171,2.981
DJI,2015,64.136,2.912
DJI,2016,65.064,2.846
DJI,2017,65.893,2.785
DJI,2018,66.582,2.728
DJI,2019,67.112,2.676
DJI,2020,67.49,2.627
DMA,2000,,
DMA,2001,,
DMA,2002,76.5975609756098,1.9
DMA,2003,,1.9
DMA,2004,,
DMA,2005,,
DMA,2006,,
DMA,2007,,
DMA,2008,,
DMA,2009,,
DMA,2010,,
DMA,2011,,
DMA,2012,,
DMA,2013,,
DMA,2014,,
DMA,2015,,
DMA,2016,,
DMA,2017,,
DMA,2018,,
DMA,2019,,
DMA,2020,,
DNK,2000,76.5926829268293,1.77
DNK,2001,76.7926829268293,1.74
DNK,2002,76.8951219512195,1.72
DNK,2003,77.1439024390244,1.76
DNK,2004,77.4926829268293,1.78
DNK,2005,77.8439024390244,1.8
DNK,2006,78.0951219512195,1.85
DNK,2007,78.1951219512195,1.84
DNK,2008,78.4463414634146,1.89
DNK,2009,78.5975609756098,1.84
DNK,2010,79.1,1.87
DNK,2011,79.8,1.75
DNK,2012,80.0512195121951,1.73
DNK,2013,80.3,1.67
DNK,2014,80.7,1.69
DNK,2015,80.7024390243902,1.71
DNK,2016,80.8536585365854,1.79
DNK,2017,81.1024390243903,1.75
DNK,2018,80.9536585365854,1.73
DNK,2019,81.4512195121951,1.7
DNK,2020,81.5512195121951,1.67
DOM,2000,69.429,2.839
DOM,2001,69.69,2.799
DOM,2002,69.957,2.762
DOM,2003,70.227,2.725
DOM,2004,70.499,2.689
DOM,2005,70.771,2.653
DOM,2006,71.041,2.619
DOM,2007,71.304,2.586
DOM,2008,71.559,2.556
DOM,2009,71.806,2.528
DOM,2010,72.046,2.503
DOM,2011,72.284,2.481
DOM,2012,72.523,2.46
DOM,2013,72.763,2.441
DOM,2014,73.003,2.423
DOM,2015,73.241,2.405
DOM,2016,73.471,2.387
DOM,2017,73.689,2.367
DOM,2018,73.892,2.346
DOM,2019,74.081,2.323
DOM,2020,74.257,2.299
DZA,2000,70.64,2.514
DZA,2001,71.116,2.438
DZA,2002,71.605,2.403
DZA,2003,72.101,2.405
DZA,2004,72.594,2.438
DZA,2005,73.072,2.496
DZA,2006,73.521,2.569
DZA,2007,73.936,2.649
DZA,2008,74.311,2.728
DZA,2009,74.644,2.799
DZA,2010,74.938,2.86
DZA,2011,75.199,2.909
DZA,2012,75.436,2.952
DZA,2013,75.661,2.99
DZA,2014,75.878,3.022
DZA,2015,76.09,3.043
DZA,2016,76.298,3.052
DZA,2017,76.499,3.045
DZA,2018,76.693,3.023
DZA,2019,76.88,2.988
DZA,2020,77.063,2.942
ECU,2000,72.761,3.102
ECU,2001,73.078,3.037
ECU,2002,73.371,2.972
ECU,2003,73.641,2.911
ECU,2004,73.887,2.853
ECU,2005,74.112,2.8
ECU,2006,74.319,2.753
ECU,2007,74.514,2.711
ECU,2008,74.705,2.675
ECU,2009,74.895,2.643
ECU,2010,75.089,2.615
ECU,2011,75.289,2.59
ECU,2012,75.495,2.567
ECU,2013,75.707,2.544
ECU,2014,75.923,2.522
ECU,2015,76.143,2.499
ECU,2016,76.365,2.475
ECU,2017,76.584,2.451
ECU,2018,76.8,2.427
ECU,2019,77.01,2.403
ECU,2020,77.216,2.38
EGY,2000,68.602,3.34
EGY,2001,68.796,3.253
EGY,2002,68.961,3.173
EGY,2003,69.116,3.106
EGY,2004,69.271,3.052
EGY,2005,69.434,3.019
EGY,2006,69.608,3.013
EGY,2007,69.788,3.037
EGY,2008,69.971,3.085
EGY,2009,70.159,3.154
EGY,2010,70.349,3.233
EGY,2011,70.543,3.311
EGY,2012,70.736,3.377
EGY,2013,70.928,3.421
EGY,2014,71.117,3.441
EGY,2015,71.302,3.436
EGY,2016,71.482,3.41
EGY,2017,71.656,3.37
EGY,2018,71.825,3.326
EGY,2019,71.99,3.28
EGY,2020,72.15,3.236
ERI,2000,55.273,5.321
ERI,2001,55.864,5.227
ERI,2002,56.5,5.145
ERI,2003,57.191,5.073
ERI,2004,57.932,5.007
ERI,2005,58.707,4.945
ERI,2006,59.487,4.881
ERI,2007,60.243,4.812
ERI,2008,60.952,4.737
ERI,2009,61.602,4.656
ERI,2010,62.193,4.571
ERI,2011,62.732,4.486
ERI,2012,63.238,4.407
ERI,2013,63.726,4.335
ERI,2014,64.201,4.273
ERI,2015,64.664,4.217
ERI,2016,65.111,4.164
ERI,2017,65.538,4.112
ERI,2018,65.941,4.056
ERI,2019,66.321,3.997
ERI,2020,66.679,3.933
ESP,2000,78.9658536585366,1.22
ESP,2001,79.3682926829268,1.23
ESP,2002,79.5682926829268,1.25
ESP,2003,79.619512195122,1.3
ESP,2004,79.8707317073171,1.31
ESP,2005,80.1707317073171,1.33
ESP,2006,80.8219512195122,1.36
ESP,2007,80.8731707317073,1.38
ESP,2008,81.1756097560976,1.45
ESP,2009,81.4756097560976,1.38
ESP,2010,81.6268292682927,1.37
ESP,2011,82.4756097560976,1.34
ESP,2012,82.4268292682927,1.32
ESP,2013,83.0780487804878,1.27
ESP,2014,83.2292682926829,1.32
ESP,2015,82.8317073170732,1.33
ESP,2016,83.3292682926829,1.34
ESP,2017,83.2829268292683,1.31
ESP,2018,83.4317073170732,1.26
ESP,2019,83.8317073170732,1.23
ESP,2020,82.3341463414634,1.23
EST,2000,70.4170731707317,1.36
EST,2001,70.2585365853659,1.32
EST,2002,70.9048780487805,1.36
EST,2003,71.3170731707317,1.37
EST,2004,71.909756097561,1.47
EST,2005,72.5682926829268,1.52
EST,2006,72.6914634146341,1.58
EST,2007,72.8146341463415,1.69
EST,2008,73.7707317073171,1.72
EST,2009,74.8243902439024,1.7
EST,2010,75.4292682926829,1.72
EST,2011,76.2292682926829,1.61
EST,2012,76.3268292682927,1.56
EST,2013,77.1414634146341,1.52
EST,2014,77.0341463414634,1.54
EST,2015,77.590243902439,1.58
EST,2016,77.6414634146342,1.6
EST,2017,78.0926829268293,1.59
EST,2018,78.2439024390244,1.67
EST,2019,78.6463414634147,1.66
EST,2020,78.3463414634146,1.58
ETH,2000,51.941,6.543
ETH,2001,52.595,6.407
ETH,2002,53.349,6.262
ETH,2003,54.211,6.112
ETH,2004,55.174,5.961
ETH,2006,57.334,5.667
ETH,2007,58.467,5.526
ETH,2008,59.581,5.39
ETH,2009,60.645,5.26
ETH,2010,61.627,5.136
ETH,2011,62.505,5.017
ETH,2012,63.281,4.901
ETH,2013,63.961,4.787
ETH,2014,64.547,4.675
ETH,2015,65.048,4.565
ETH,2016,65.482,4.456
ETH,2017,65.872,4.35
ETH,2018,66.24,4.247
ETH,2019,66.597,4.146
ETH,2020,66.953,4.049
FIN,2000,77.4658536585366,1.73
FIN,2001,77.9658536585366,1.73
FIN,2002,78.119512195122,1.72
FIN,2003,78.3682926829268,1.76
FIN,2004,78.7146341463415,1.8
FIN,2005,78.8170731707317,1.8
FIN,2006,79.2146341463415,1.84
FIN,2007,79.2634146341464,1.83
FIN,2008,79.5682926829268,1.85
FIN,2009,79.719512195122,1.86
FIN,2010,79.8707317073171,1.87
FIN,2011,80.4707317073171,1.83
FIN,2012,80.6268292682927,1.8
FIN,2013,80.9756097560976,1.75
FIN,2014,81.1804878048781,1.71
FIN,2015,81.4804878048781,1.65
FIN,2016,81.4292682926829,1.57
FIN,2017,81.6317073170732,1.49
FIN,2018,81.7341463414634,1.41
FIN,2019,81.9829268292683,1.35
FIN,2020,82.1317073170732,1.37
FJI,2000,65.687,3.09
FJI,2001,65.863,3.044
FJI,2002,66.022,2.995
FJI,2003,66.152,2.944
FJI,2004,66.247,2.893
FJI,2005,66.313,2.846
FJI,2006,66.362,2.807
FJI,2007,66.413,2.777
FJI,2008,66.477,2.758
FJI,2009,66.559,2.75
FJI,2010,66.655,2.752
FJI,2011,66.759,2.761
FJI,2012,66.859,2.773
FJI,2013,66.95,2.786
FJI,2014,67.03,2.795
FJI,2015,67.103,2.8
FJI,2016,67.175,2.797
FJI,2017,67.252,2.788
FJI,2018,67.341,2.774
FJI,2019,67.444,2.754
FJI,2020,67.561,2.729
FRA,2000,79.0560975609756,1.89
FRA,2001,79.1585365853659,1.9
FRA,2002,79.2609756097561,1.88
FRA,2003,79.1146341463415,1.89
FRA,2004,80.1634146341463,1.92
FRA,2005,80.1634146341463,1.94
FRA,2006,80.8121951219512,2.0
FRA,2007,81.1121951219512,1.98
FRA,2008,81.2146341463415,2.01
FRA,2009,81.4146341463415,2.0
FRA,2010,81.6634146341463,2.03
FRA,2011,82.1146341463415,2.01
FRA,2012,81.9682926829268,2.01
FRA,2013,82.219512195122,1.99
FRA,2014,82.719512195122,2.0
FRA,2015,82.3219512195122,1.96
FRA,2016,82.5731707317073,1.92
FRA,2017,82.5756097560976,1.89
FRA,2018,82.6756097560976,1.87
FRA,2019,82.8268292682927,1.86
FRA,2020,82.1756097560976,1.83
FRO,2000,78.4365853658537,2.6
FRO,2001,78.6414634146341,2.3
FRO,2002,78.8439024390244,2.6
FRO,2003,78.9439024390244,2.5
FRO,2004,79.0926829268293,2.6
FRO,2005,79.290243902439,2.6
FRO,2006,79.6390243902439,2.5
FRO,2007,79.9878048780488,2.6
FRO,2008,80.1365853658537,2.6
FRO,2009,80.3853658536585,2.4
FRO,2010,80.6878048780488,2.5
FRO,2011,80.9390243902439,2.3
FRO,2012,81.190243902439,2.6
FRO,2013,81.4414634146341,2.5
FRO,2014,81.5926829268293,2.6
FRO,2015,81.7926829268293,2.4
FRO,2016,82.0926829268293,2.6
FRO,2017,82.2926829268293,2.5
FRO,2018,82.5439024390244,2.5
FRO,2019,82.7926829268293,2.4
FRO,2020,83.0926829268293,2.3
FSM,2000,64.55,4.3
FSM,2001,64.71,4.204
FSM,2002,64.888,4.105
FSM,2003,65.08,4.007
FSM,2004,65.282,3.912
FSM,2005,65.489,3.823
FSM,2006,65.697,3.739
FSM,2007,65.901,3.661
FSM,2008,66.099,3.589
FSM,2009,66.29,3.522
FSM,2010,66.471,3.46
FSM,2011,66.646,3.402
FSM,2012,66.817,3.347
FSM,2013,66.986,3.294
FSM,2014,67.152,3.243
FSM,2015,67.315,3.193
FSM,2016,67.471,3.145
FSM,2017,67.618,3.098
FSM,2018,67.755,3.053
FSM,2019,67.883,3.01
FSM,2020,68.002,2.968
GAB,2000,58.264,4.533
GAB,2001,57.968,4.455
GAB,2002,57.791,4.388
GAB,2004,57.885,4.286
GAB,2005,58.181,4.251
GAB,2006,58.641,4.223
GAB,2007,59.229,4.201
GAB,2008,59.904,4.182
GAB,2009,60.637,4.164
GAB,2010,61.4,4.146
GAB,2011,62.168,4.129
GAB,2012,62.924,4.113
GAB,2013,63.648,4.098
GAB,2014,64.318,4.083
GAB,2015,64.913,4.064
GAB,2016,65.418,4.039
GAB,2017,65.839,4.008
GAB,2018,66.187,3.969
GAB,2019,66.467,3.922
GAB,2020,66.69,3.869
GBR,2000,77.7414634146342,1.64
GBR,2001,77.9926829268293,1.63
GBR,2002,78.1439024390244,1.63
GBR,2003,78.4463414634146,1.7
GBR,2004,78.7463414634146,1.75
GBR,2005,79.0487804878049,1.76
GBR,2006,79.2487804878049,1.82
GBR,2007,79.4487804878049,1.86
GBR,2008,79.6,1.91
GBR,2009,80.0512195121951,1.89
GBR,2010,80.4024390243902,1.92
GBR,2011,80.9512195121951,1.91
GBR,2012,80.9048780487805,1.92
GBR,2013,81.0048780487805,1.83
GBR,2014,81.3048780487805,1.81
GBR,2015,80.9560975609756,1.8
GBR,2016,81.1560975609756,1.79
GBR,2017,81.2560975609756,1.74
GBR,2018,81.2560975609756,1.68
GBR,2019,81.2048780487805,1.63
GBR,2020,80.9024390243903,1.56
GEO,2000,69.902,1.608
GEO,2001,70.065,1.589
GEO,2002,70.22,1.586
GEO,2003,70.349,1.599
GEO,2004,70.451,1.625
GEO,2005,70.538,1.664
GEO,2006,70.635,1.711
GEO,2007,70.765,1.763
GEO,2008,70.946,1.816
GEO,2009,71.18,1.866
GEO,2010,71.46,1.911
GEO,2011,71.773,1.95
GEO,2012,72.097,1.984
GEO,2013,72.412,2.012
GEO,2014,72.707,2.034
GEO,2015,72.973,2.05
GEO,2016,73.207,2.059
GEO,2017,73.414,2.062
GEO,2018,73.6,2.06
GEO,2019,73.767,2.055
GEO,2020,73.919,2.046
GHA,2000,57.002,4.826
GHA,2001,57.158,4.753
GHA,2002,57.425,4.681
GHA,2003,57.785,4.612
GHA,2004,58.225,4.548
GHA,2005,58.719,4.49
GHA,2006,59.234,4.438
GHA,2007,59.741,4.392
GHA,2008,60.216,4.35
GHA,2009,60.645,4.311
GHA,2010,61.03,4.273
GHA,2011,61.381,4.234
GHA,2012,61.72,4.192
GHA,2013,62.064,4.146
GHA,2014,62.416,4.095
GHA,2015,62.772,4.041
GHA,2016,63.124,3.984
GHA,2017,63.463,3.926
GHA,2018,63.78,3.87
GHA,2019,64.074,3.816
GHA,2020,64.347,3.765
GIB,2000,,
GIB,2001,,
GIB,2002,,
GIB,2003,,
GIB,2004,,
GIB,2005,,
GIB,2006,,
GIB,2007,,
GIB,2008,,
GIB,2009,,
GIB,2010,,
GIB,2011,,
GIB,2012,,
GIB,2013,,
GIB,2014,,
GIB,2015,,
GIB,2016,,
GIB,2017,,
GIB,2018,,
GIB,2019,,
GIB,2020,,
GIN,2000,51.203,6.082
GIN,2001,51.255,6.015
GIN,2002,51.484,5.947
GIN,2003,51.901,5.877
GIN,2004,52.499,5.804
GIN,2005,53.238,5.729
GIN,2006,54.052,5.653
GIN,2007,54.864,5.575
GIN,2008,55.614,5.496
GIN,2009,56.279,5.417
GIN,2010,56.861,5.336
GIN,2011,57.387,5.256
GIN,2012,57.905,5.175
GIN,2013,58.447,5.094
GIN,2014,59.016,5.013
GIN,2015,59.598,4.933
GIN,2016,60.17,4.854
GIN,2017,60.706,4.777
GIN,2018,61.185,4.7
GIN,2019,61.602,4.625
GIN,2020,61.962,4.552
GMB,2000,55.956,5.879
GMB,2001,56.359,5.849
GMB,2002,56.761,5.818
GMB,2003,57.159,5.787
GMB,2004,57.553,5.756
GMB,2005,57.939,5.725
GMB,2006,58.313,5.696
GMB,2007,58.671,5.668
GMB,2008,59.012,5.64
GMB,2009,59.334,5.612
GMB,2010,59.637,5.583
GMB,2011,59.917,5.552
GMB,2012,60.178,5.518
GMB,2013,60.426,5.48
GMB,2014,60.667,5.437
GMB,2015,60.91,5.39
GMB,2016,61.166,5.338
GMB,2017,61.44,5.281
GMB,2018,61.735,5.219
GMB,2019,62.05,5.154
GMB,2020,62.383,5.087
GNB,2000,50.368,5.82
GNB,2001,50.744,5.73
GNB,2002,51.123,5.641
GNB,2003,51.501,5.555
GNB,2004,51.883,5.47
GNB,2005,52.275,5.389
GNB,2006,52.691,5.312
GNB,2007,53.136,5.241
GNB,2008,53.612,5.174
GNB,2009,54.113,5.11
GNB,2010,54.628,5.049
GNB,2011,55.144,4.987
GNB,2012,55.645,4.923
GNB,2013,56.117,4.855
GNB,2014,56.556,4.783
GNB,2015,56.959,4.708
GNB,2016,57.328,4.631
GNB,2017,57.673,4.553
GNB,2018,58.003,4.476
GNB,2019,58.322,4.402
GNB,2020,58.634,4.331
GNQ,2000,53.279,5.834
GNQ,2001,53.581,5.785
GNQ,2002,53.84,5.731
GNQ,2003,54.064,5.675
GNQ,2004,54.263,5.618
GNQ,2005,54.449,5.559
GNQ,2006,54.638,5.498
GNQ,2007,54.842,5.433
GNQ,2008,55.07,5.363
GNQ,2009,55.329,5.288
GNQ,2010,55.622,5.209
GNQ,2011,55.945,5.126
GNQ,2012,56.288,5.04
GNQ,2013,56.642,4.952
GNQ,2014,57.001,4.863
GNQ,2015,57.359,4.774
GNQ,2016,57.713,4.686
GNQ,2017,58.061,4.599
GNQ,2018,58.402,4.513
GNQ,2019,58.735,4.429
GNQ,2020,59.057,4.346
GRC,2000,77.8878048780488,1.25
GRC,2001,78.3878048780488,1.25
GRC,2002,78.6414634146341,1.28
GRC,2003,78.8414634146341,1.29
GRC,2004,79.0390243902439,1.31
GRC,2005,79.2390243902439,1.34
GRC,2006,79.4390243902439,1.4
GRC,2007,79.4390243902439,1.41
GRC,2008,79.9390243902439,1.5
GRC,2009,80.1878048780488,1.5
GRC,2010,80.3878048780488,1.48
GRC,2011,80.7317073170732,1.4
GRC,2012,80.6341463414634,1.34
GRC,2013,81.2853658536585,1.29
GRC,2014,81.3853658536585,1.3
GRC,2015,81.0365853658537,1.33
GRC,2016,81.3878048780488,1.38
GRC,2017,81.2878048780488,1.35
GRC,2018,81.7878048780488,1.35
GRC,2019,81.6390243902439,1.34
GRC,2020,81.0878048780488,1.34
GRD,2000,72.648,2.582
GRD,2001,72.805,2.512
GRD,2002,72.929,2.455
GRD,2003,73.023,2.409
GRD,2004,73.088,2.373
GRD,2005,73.123,2.344
GRD,2006,73.125,2.321
GRD,2007,73.096,2.301
GRD,2008,73.038,2.282
GRD,2009,72.96,2.262
GRD,2010,72.867,2.24
GRD,2011,72.768,2.217
GRD,2012,72.669,2.194
GRD,2013,72.579,2.171
GRD,2014,72.503,2.148
GRD,2015,72.445,2.126
GRD,2016,72.408,2.104
GRD,2017,72.388,2.083
GRD,2018,72.384,2.063
GRD,2019,72.397,2.042
GRD,2020,72.426,2.023
GRL,2000,66.2224390243903,2.329
GRL,2001,66.7092682926829,2.51
GRL,2002,67.1963414634146,2.566
GRL,2003,68.1148780487805,2.372
GRL,2004,68.5926829268293,2.415
GRL,2005,68.4273170731707,2.377
GRL,2006,68.6665853658537,2.256
GRL,2007,69.3726829268293,2.299
GRL,2008,70.0151219512195,2.247
GRL,2009,70.5319512195122,2.359
GRL,2010,70.2919512195122,2.195
GRL,2011,69.8541463414634,2.117
GRL,2012,70.55,2.019
GRL,2013,71.5734146341464,2.077
GRL,2014,71.9856097560976,2.037
GRL,2015,71.9773170731707,2.01
GRL,2016,71.8251219512195,2.0
GRL,2017,71.579756097561,2.09
GRL,2018,71.8865853658537,2.0
GRL,2019,72.0475609756098,2.08
GRL,2020,71.4046341463415,2.019
GTM,2000,67.849,4.598
GTM,2001,68.304,4.49
GTM,2002,68.717,4.372
GTM,2003,69.092,4.245
GTM,2004,69.437,4.11
GTM,2005,69.762,3.971
GTM,2006,70.082,3.833
GTM,2007,70.409,3.701
GTM,2008,70.75,3.58
GTM,2009,71.108,3.471
GTM,2010,71.481,3.375
GTM,2011,71.861,3.292
GTM,2012,72.236,3.219
GTM,2013,72.596,3.151
GTM,2014,72.935,3.088
GTM,2015,73.25,3.029
GTM,2016,73.541,2.973
GTM,2017,73.81,2.92
GTM,2018,74.063,2.87
GTM,2019,74.302,2.822
GTM,2020,74.529,2.777
GUM,2000,75.011,2.824
GUM,2001,75.373,2.794
GUM,2002,75.726,2.758
GUM,2003,76.065,2.718
GUM,2004,76.387,2.677
GUM,2005,76.687,2.636
GUM,2006,76.966,2.598
GUM,2007,77.227,2.564
GUM,2008,77.474,2.534
GUM,2009,77.71,2.509
GUM,2010,77.941,2.488
GUM,2011,78.173,2.469
GUM,2012,78.408,2.45
GUM,2013,78.649,2.429
GUM,2014,78.895,2.406
GUM,2015,79.144,2.383
GUM,2016,79.391,2.358
GUM,2017,79.631,2.334
GUM,2018,79.859,2.313
GUM,2019,80.074,2.293
GUM,2020,80.277,2.275
GUY,2000,65.242,3.017
GUY,2001,65.532,2.992
GUY,2002,65.828,2.961
GUY,2003,66.122,2.924
GUY,2004,66.412,2.883
GUY,2005,66.694,2.84
GUY,2006,66.972,2.797
GUY,2007,67.247,2.755
GUY,2008,67.521,2.718
GUY,2009,67.792,2.684
GUY,2010,68.059,2.655
GUY,2011,68.321,2.63
GUY,2012,68.575,2.606
GUY,2013,68.819,2.582
GUY,2014,69.049,2.558
GUY,2015,69.262,2.534
GUY,2016,69.454,2.509
GUY,2017,69.624,2.485
GUY,2018,69.774,2.462
GUY,2019,69.906,2.44
GUY,2020,70.023,2.418
HKG,2000,80.8780487804878,1.032
HKG,2001,81.4243902439025,0.931
HKG,2002,81.4268292682927,0.941
HKG,2003,81.3780487804878,0.901
HKG,2004,81.8292682926829,0.922
HKG,2005,81.6292682926829,0.959
HKG,2006,82.3756097560976,0.984
HKG,2007,82.3268292682927,1.028
HKG,2008,82.3756097560976,1.064
HKG,2009,82.7756097560976,1.055
HKG,2010,82.9780487804878,1.127
HKG,2011,83.4219512195122,1.204
HKG,2012,83.4804878048781,1.285
HKG,2013,83.8317073170732,1.125
HKG,2014,83.9804878048781,1.235
HKG,2015,84.2780487804878,1.196
HKG,2016,84.2268292682927,1.205
HKG,2017,84.6804878048781,1.125
HKG,2018,84.9341463414634,1.072
HKG,2019,85.0780487804878,1.051
HKG,2020,85.3878048780488,0.868
HND,2000,70.689,4.237
HND,2001,70.976,4.098
HND,2002,71.249,3.956
HND,2003,71.511,3.815
HND,2004,71.77,3.677
HND,2005,72.026,3.545
HND,2006,72.285,3.419
HND,2007,72.544,3.296
HND,2008,72.803,3.177
HND,2009,73.061,3.063
HND,2010,73.317,2.957
HND,2011,73.569,2.86
HND,2012,73.814,2.774
HND,2013,74.051,2.699
HND,2014,74.278,2.635
HND,2015,74.495,2.581
HND,2016,74.701,2.536
HND,2017,74.898,2.496
HND,2018,75.088,2.46
HND,2019,75.27,2.427
HND,2020,75.448,2.394
HRV,2000,72.8078048780488,1.39
HRV,2001,74.5129268292683,1.46
HRV,2002,74.7173170731707,1.42
HRV,2003,74.6139024390244,1.41
HRV,2004,75.520243902439,1.43
HRV,2005,75.2446341463415,1.5
HRV,2006,75.8368292682927,1.47
HRV,2007,75.7056097560976,1.48
HRV,2008,75.9121951219512,1.47
HRV,2009,76.1682926829268,1.5
HRV,2010,76.4756097560976,1.46
HRV,2011,76.7756097560976,1.41
HRV,2012,76.9243902439024,1.52
HRV,2013,77.1268292682927,1.46
HRV,2014,77.4780487804878,1.46
HRV,2015,77.2756097560976,1.41
HRV,2016,78.0219512195122,1.43
HRV,2017,77.8268292682927,1.42
HRV,2018,78.0707317073171,1.47
HRV,2019,78.4243902439025,1.47
HRV,2020,77.7243902439024,1.48
HTI,2000,57.131,4.344
HTI,2001,57.382,4.237
HTI,2002,57.655,4.132
HTI,2003,57.959,4.029
HTI,2004,58.292,3.931
HTI,2005,58.652,3.836
HTI,2006,59.028,3.746
HTI,2007,59.408,3.66
HTI,2008,59.782,3.579
HTI,2009,60.148,3.501
HTI,2010,60.511,3.427
HTI,2011,60.879,3.356
HTI,2012,61.26,3.288
HTI,2013,61.658,3.223
HTI,2014,62.069,3.159
HTI,2015,62.485,3.098
HTI,2016,62.896,3.041
