iso3,date,life_expectancy,fertility
HTI,2017,63.29,2.986
HTI,2018,63.66,2.935
HTI,2019,64.001,2.887
HTI,2020,64.315,2.842
HUN,2000,71.2463414634146,1.32
HUN,2001,72.2487804878049,1.31
HUN,2002,72.3487804878049,1.3
HUN,2003,72.3,1.27
HUN,2004,72.6487804878049,1.28
HUN,2005,72.6487804878049,1.31
HUN,2006,73.0975609756098,1.34
HUN,2007,73.1512195121951,1.32
HUN,2008,73.7024390243903,1.35
HUN,2009,73.9048780487805,1.32
HUN,2010,74.2073170731707,1.25
HUN,2011,74.8585365853659,1.23
HUN,2012,75.0634146341463,1.34
HUN,2013,75.5658536585366,1.35
HUN,2014,75.7634146341463,1.44
HUN,2015,75.5682926829269,1.45
HUN,2016,76.0634146341464,1.53
HUN,2017,75.8170731707317,1.54
HUN,2018,76.0658536585366,1.55
HUN,2019,76.3195121951219,1.55
HUN,2020,75.6170731707317,1.56
IDN,2000,65.772,2.512
IDN,2001,66.037,2.509
IDN,2002,66.321,2.511
IDN,2003,66.631,2.513
IDN,2004,66.969,2.515
IDN,2005,67.334,2.514
IDN,2006,67.717,2.51
IDN,2007,68.105,2.505
IDN,2008,68.485,2.499
IDN,2009,68.853,2.492
IDN,2010,69.205,2.483
IDN,2011,69.542,2.471
IDN,2012,69.866,2.455
IDN,2013,70.179,2.436
IDN,2014,70.481,2.413
IDN,2015,70.768,2.389
IDN,2016,71.035,2.362
IDN,2017,71.282,2.336
IDN,2018,71.509,2.311
IDN,2019,71.716,2.288
IDN,2020,71.908,2.266
IMN,2000,,
IMN,2001,,
IMN,2002,77.9658536585366,1.65
IMN,2003,,
IMN,2004,,
IMN,2005,,
IMN,2006,,
IMN,2007,,
IMN,2008,,
IMN,2009,,
IMN,2010,,
IMN,2011,,
IMN,2012,,
IMN,2013,,
IMN,2014,,
IMN,2015,,
IMN,2016,,
IMN,2017,,
IMN,2018,,
IMN,2019,,
IMN,2020,,
IND,2000,62.505,3.311
IND,2001,62.907,3.244
IND,2002,63.304,3.176
IND,2003,63.699,3.109
IND,2004,64.095,3.041
IND,2005,64.5,2.972
IND,2006,64.918,2.899
IND,2007,65.35,2.823
IND,2008,65.794,2.743
IND,2009,66.244,2.661
IND,2010,66.693,2.581
IND,2011,67.13,2.506
IND,2012,67.545,2.439
IND,2013,67.931,2.381
IND,2014,68.286,2.333
IND,2015,68.607,2.295
IND,2016,68.897,2.266
IND,2017,69.165,2.243
IND,2018,69.416,2.222
IND,2019,69.656,2.202
IND,2020,69.887,2.184
IRL,2000,76.5365853658537,1.89
IRL,2001,77.1341463414634,1.94
IRL,2002,77.6341463414634,1.97
IRL,2003,78.1390243902439,1.96
IRL,2004,78.5390243902439,1.93
IRL,2005,78.9439024390244,1.86
IRL,2006,79.2414634146342,1.91
IRL,2007,79.6414634146341,2.01
IRL,2008,80.0951219512195,2.06
IRL,2009,80.190243902439,2.06
IRL,2010,80.7439024390244,2.05
IRL,2011,80.7463414634146,2.03
IRL,2012,80.8463414634146,1.98
IRL,2013,80.9487804878049,1.93
IRL,2014,81.3487804878049,1.89
IRL,2015,81.4536585365854,1.85
IRL,2016,81.6536585365854,1.81
IRL,2017,82.1560975609756,1.77
IRL,2018,82.2048780487805,1.75
IRL,2019,82.7024390243903,1.71
IRL,2020,82.2048780487805,1.63
IRN,2000,70.176,2.067
IRN,2001,70.553,1.983
IRN,2002,70.921,1.922
IRN,2003,71.265,1.878
IRN,2004,71.592,1.846
IRN,2005,71.917,1.825
IRN,2006,72.257,1.812
IRN,2007,72.626,1.807
IRN,2008,73.027,1.811
IRN,2009,73.457,1.821
IRN,2010,73.905,1.839
IRN,2011,74.352,1.866
IRN,2012,74.776,1.901
IRN,2013,75.162,1.945
IRN,2014,75.502,1.993
IRN,2015,75.796,2.041
IRN,2016,76.047,2.083
IRN,2017,76.271,2.116
IRN,2018,76.479,2.137
IRN,2019,76.677,2.146
IRN,2020,76.87,2.142
IRQ,2000,69.082,4.94
IRQ,2001,68.983,4.847
IRQ,2002,68.827,4.758
IRQ,2003,68.636,4.676
IRQ,2004,68.437,4.6
IRQ,2005,68.266,4.534
IRQ,2006,68.157,4.48
IRQ,2007,68.13,4.437
IRQ,2008,68.19,4.403
IRQ,2009,68.34,4.374
IRQ,2010,68.567,4.343
IRQ,2011,68.848,4.301
IRQ,2012,69.148,4.243
IRQ,2013,69.437,4.168
IRQ,2014,69.7,4.076
IRQ,2015,69.929,3.972
IRQ,2016,70.122,3.864
IRQ,2017,70.294,3.762
IRQ,2018,70.454,3.672
IRQ,2019,70.604,3.597
IRQ,2020,70.748,3.537
ISL,2000,79.6536585365854,2.08
ISL,2001,80.690243902439,1.95
ISL,2002,80.5024390243903,1.93
ISL,2003,80.9634146341464,1.99
ISL,2004,80.9975609756098,2.04
ISL,2005,81.5024390243902,2.05
ISL,2006,81.1585365853659,2.08
ISL,2007,81.4536585365854,2.09
ISL,2008,81.609756097561,2.15
ISL,2009,81.7512195121951,2.23
ISL,2010,81.8975609756097,2.2
ISL,2011,82.3585365853659,2.02
ISL,2012,82.9170731707317,2.04
ISL,2013,82.0609756097561,1.93
ISL,2014,82.8609756097561,1.93
ISL,2015,82.4682926829268,1.8
ISL,2016,82.2048780487805,1.74
ISL,2017,82.6609756097561,1.71
ISL,2018,82.8609756097561,1.71
ISL,2019,83.1634146341463,1.74
ISL,2020,83.0658536585366,1.72
ISR,2000,78.9536585365854,2.95
ISR,2001,79.4073170731707,2.92
ISR,2002,79.4512195121951,2.89
ISR,2003,79.6487804878049,2.95
ISR,2004,80.1463414634146,2.9
ISR,2005,80.1512195121951,2.84
ISR,2006,80.5536585365854,2.88
ISR,2007,80.5048780487805,2.9
ISR,2008,80.9512195121951,2.96
ISR,2009,81.4048780487805,2.96
ISR,2010,81.6024390243903,3.03
ISR,2011,81.6560975609756,2.98
ISR,2012,81.7048780487805,3.05
ISR,2013,82.0560975609756,3.03
ISR,2014,82.1536585365854,3.08
ISR,2015,82.0512195121951,3.09
ISR,2016,82.4073170731707,3.11
ISR,2017,82.5512195121951,3.11
ISR,2018,82.8024390243903,3.09
ISR,2019,82.8048780487805,3.01
ISR,2020,82.7,2.9
ITA,2000,79.7780487804878,1.26
ITA,2001,80.1268292682927,1.25
ITA,2002,80.2292682926829,1.27
ITA,2003,79.9829268292683,1.29
ITA,2004,80.7804878048781,1.34
ITA,2005,80.7829268292683,1.34
ITA,2006,81.2829268292683,1.37
ITA,2007,81.4341463414634,1.4
ITA,2008,81.4853658536585,1.45
ITA,2009,81.6365853658537,1.45
ITA,2010,82.0365853658537,1.46
ITA,2011,82.1878048780488,1.44
ITA,2012,82.2390243902439,1.43
ITA,2013,82.690243902439,1.39
ITA,2014,83.090243902439,1.37
ITA,2015,82.5439024390244,1.35
ITA,2016,83.2439024390244,1.34
ITA,2017,82.9463414634147,1.32
ITA,2018,83.3463414634146,1.29
ITA,2019,83.4975609756098,1.27
ITA,2020,82.3439024390244,1.24
JAM,2000,74.142,2.577
JAM,2001,74.139,2.529
JAM,2002,74.14,2.482
JAM,2003,74.142,2.439
JAM,2004,74.146,2.398
JAM,2005,74.148,2.361
JAM,2006,74.143,2.325
JAM,2007,74.129,2.289
JAM,2008,74.103,2.251
JAM,2009,74.071,2.212
JAM,2010,74.038,2.173
JAM,2011,74.012,2.136
JAM,2012,74.001,2.102
JAM,2013,74.01,2.072
JAM,2014,74.042,2.047
JAM,2015,74.098,2.026
JAM,2016,74.175,2.009
JAM,2017,74.267,1.993
JAM,2018,74.368,1.979
JAM,2020,74.586,1.95
JOR,2000,71.73,4.109
JOR,2001,71.907,4.056
JOR,2002,72.083,4.013
JOR,2003,72.256,3.977
JOR,2004,72.427,3.943
JOR,2005,72.595,3.907
JOR,2006,72.763,3.866
JOR,2007,72.931,3.821
JOR,2008,73.099,3.768
JOR,2009,73.266,3.706
JOR,2010,73.428,3.631
JOR,2011,73.581,3.541
JOR,2012,73.722,3.436
JOR,2013,73.851,3.319
JOR,2014,73.969,3.196
JOR,2015,74.078,3.071
JOR,2016,74.184,2.954
JOR,2017,74.292,2.849
JOR,2018,74.405,2.761
JOR,2019,74.526,2.691
JOR,2020,74.655,2.639
JPN,2000,81.0760975609756,1.359
JPN,2001,81.4170731707317,1.33
JPN,2002,81.5634146341463,1.32
JPN,2003,81.76,1.29
JPN,2004,82.030243902439,1.29
JPN,2005,81.9251219512195,1.26
JPN,2006,82.3219512195122,1.32
JPN,2007,82.5070731707317,1.34
JPN,2008,82.5875609756098,1.37
JPN,2009,82.9314634146342,1.37
JPN,2010,82.8426829268293,1.39
JPN,2011,82.5912195121951,1.39
JPN,2012,83.0960975609756,1.41
JPN,2013,83.3319512195122,1.43
JPN,2014,83.5878048780488,1.42
JPN,2015,83.7939024390244,1.45
JPN,2016,83.9848780487805,1.44
JPN,2017,84.099756097561,1.43
JPN,2018,84.2109756097561,1.42
JPN,2019,84.3563414634146,1.36
JPN,2020,84.6156097560976,1.34
KAZ,2000,65.45,1.8
KAZ,2001,65.76,1.9
KAZ,2003,65.74,2.03
KAZ,2004,66.06,2.21
KAZ,2005,65.86,2.22
KAZ,2006,66.15,2.36
KAZ,2008,67.11,2.68
KAZ,2009,68.39,2.55
KAZ,2010,68.45,2.59
KAZ,2011,68.69,2.59
KAZ,2012,69.52,2.62
KAZ,2013,70.62,2.64
KAZ,2014,71.44,2.73
KAZ,2015,71.97,2.74
KAZ,2016,72.41,2.77
KAZ,2017,72.95,2.75
KAZ,2018,73.15,2.84
KAZ,2019,73.18,2.9
KAZ,2020,71.37,3.13
KEN,2000,50.921,5.178
KEN,2001,51.101,5.112
KEN,2002,51.606,5.045
KEN,2003,52.41,4.979
KEN,2004,53.475,4.913
KEN,2005,54.732,4.843
KEN,2006,56.093,4.767
KEN,2007,57.463,4.682
KEN,2008,58.76,4.587
KEN,2009,59.932,4.482
KEN,2010,60.959,4.369
KEN,2011,61.851,4.248
KEN,2012,62.659,4.123
KEN,2013,63.419,3.999
KEN,2014,64.135,3.879
KEN,2015,64.798,3.765
KEN,2016,65.393,3.663
KEN,2017,65.909,3.572
KEN,2018,66.342,3.492
KEN,2019,66.699,3.423
KEN,2020,66.991,3.365
KGZ,2000,68.5585365853659,2.4
KGZ,2001,68.7073170731707,2.4
KGZ,2002,68.1560975609756,2.4
KGZ,2003,68.2560975609756,2.5
KGZ,2004,68.1536585365854,2.6
KGZ,2005,67.9560975609756,2.5
KGZ,2006,67.6951219512195,2.7
KGZ,2007,67.8951219512195,2.7
KGZ,2008,68.4512195121951,2.8
KGZ,2009,69.1024390243903,2.9
KGZ,2010,69.3,3.1
KGZ,2011,69.6024390243903,3.1
KGZ,2012,70.0024390243902,3.2
KGZ,2013,70.2024390243902,3.1
KGZ,2014,70.4024390243902,3.2
KGZ,2015,70.6512195121951,3.2
KGZ,2016,70.9512195121951,3.1
KGZ,2017,71.2,3.0
KGZ,2018,71.4,3.3
KGZ,2019,71.6,3.3
KGZ,2020,71.8,3.0
KHM,2000,58.432,3.805
KHM,2001,59.335,3.654
KHM,2002,60.283,3.521
KHM,2003,61.241,3.406
KHM,2004,62.186,3.309
KHM,2005,63.088,3.227
KHM,2006,63.927,3.155
KHM,2007,64.697,3.086
KHM,2008,65.394,3.018
KHM,2009,66.014,2.947
KHM,2010,66.56,2.875
KHM,2011,67.043,2.804
KHM,2012,67.48,2.739
KHM,2013,67.888,2.682
KHM,2014,68.273,2.633
KHM,2015,68.637,2.593
KHM,2016,68.977,2.559
KHM,2017,69.289,2.53
KHM,2018,69.57,2.503
KHM,2019,69.823,2.478
KHM,2020,70.054,2.453
KIR,2000,63.144,4.058
KIR,2001,63.446,4.015
KIR,2002,63.731,3.979
KIR,2003,63.995,3.95
KIR,2004,64.242,3.927
KIR,2005,64.478,3.909
KIR,2006,64.712,3.895
KIR,2007,64.953,3.883
KIR,2008,65.208,3.872
KIR,2009,65.48,3.859
KIR,2010,65.769,3.843
KIR,2011,66.072,3.822
KIR,2012,66.381,3.796
KIR,2013,66.69,3.765
KIR,2014,66.995,3.73
KIR,2015,67.291,3.692
KIR,2016,67.577,3.651
KIR,2017,67.851,3.61
KIR,2018,68.116,3.569
KIR,2019,68.369,3.53
KIR,2020,68.611,3.493
KNA,2000,,
KNA,2001,,
KNA,2002,71.3365853658537,2.107
KNA,2003,,
KNA,2004,,
KNA,2005,,
KNA,2006,,
KNA,2007,,
KNA,2008,,
KNA,2009,,
KNA,2010,,
KNA,2011,,
KNA,2012,,
KNA,2013,,
KNA,2014,,
KNA,2015,,
KNA,2016,,
KNA,2017,,
KNA,2018,,
KNA,2019,,
KNA,2020,,
KOR,2000,75.909756097561,1.48
KOR,2001,76.4121951219512,1.309
KOR,2002,76.7658536585366,1.178
KOR,2003,77.2146341463415,1.191
KOR,2004,77.6658536585366,1.164
KOR,2005,78.1682926829268,1.085
KOR,2006,78.6682926829268,1.132
KOR,2007,79.119512195122,1.259
KOR,2008,79.5170731707317,1.192
KOR,2009,79.9682926829268,1.149
KOR,2011,80.5682926829269,1.244
KOR,2012,80.819512195122,1.297
KOR,2013,81.2707317073171,1.187
KOR,2014,81.7219512195122,1.205
KOR,2015,82.0243902439024,1.239
KOR,2016,82.2756097560976,1.172
KOR,2017,82.6268292682927,1.052
KOR,2018,82.6268292682927,0.977
KOR,2019,83.2268292682927,0.918
KOR,2020,83.4268292682927,0.837
KWT,2000,73.142,2.845
KWT,2001,73.21,2.772
KWT,2002,73.28,2.69
KWT,2003,73.355,2.614
KWT,2004,73.439,2.548
KWT,2005,73.538,2.494
KWT,2006,73.66,2.447
KWT,2007,73.807,2.399
KWT,2008,73.976,2.347
KWT,2009,74.162,2.291
KWT,2010,74.358,2.234
KWT,2011,74.55,2.182
KWT,2012,74.728,2.139
KWT,2013,74.885,2.109
KWT,2014,75.019,2.09
KWT,2015,75.13,2.083
KWT,2016,75.224,2.082
KWT,2017,75.311,2.083
KWT,2018,75.398,2.082
KWT,2019,75.489,2.077
KWT,2020,75.586,2.068
LAO,2000,58.803,4.311
LAO,2001,59.372,4.137
LAO,2002,59.937,3.983
LAO,2003,60.502,3.845
LAO,2004,61.065,3.724
LAO,2005,61.625,3.615
LAO,2006,62.182,3.516
LAO,2007,62.731,3.421
LAO,2008,63.271,3.327
LAO,2009,63.797,3.234
LAO,2010,64.306,3.143
LAO,2011,64.797,3.056
LAO,2012,65.267,2.977
LAO,2013,65.717,2.907
LAO,2014,66.144,2.847
LAO,2015,66.546,2.796
LAO,2016,66.924,2.751
LAO,2017,67.277,2.709
LAO,2018,67.61,2.667
LAO,2019,67.923,2.626
LAO,2020,68.219,2.583
LBN,2000,74.507,2.405
LBN,2001,74.999,2.313
LBN,2002,75.488,2.225
LBN,2003,75.969,2.142
LBN,2004,76.432,2.066
LBN,2005,76.865,2.002
LBN,2006,77.26,1.956
LBN,2007,77.609,1.93
LBN,2008,77.911,1.925
LBN,2009,78.161,1.938
LBN,2010,78.36,1.966
LBN,2011,78.507,2.002
LBN,2012,78.611,2.038
LBN,2013,78.683,2.069
LBN,2014,78.732,2.091
LBN,2015,78.768,2.103
LBN,2016,78.8,2.104
LBN,2017,78.833,2.097
LBN,2018,78.875,2.087
LBN,2019,78.93,2.075
LBN,2020,79.004,2.06
LBR,2000,51.734,5.866
LBR,2001,52.236,5.785
LBR,2002,52.826,5.699
LBR,2003,53.554,5.61
LBR,2004,54.422,5.52
LBR,2005,55.393,5.429
LBR,2006,56.4,5.338
LBR,2007,57.365,5.246
LBR,2008,58.229,5.154
LBR,2009,58.971,5.062
LBR,2010,59.6,4.971
LBR,2011,60.146,4.881
LBR,2012,60.663,4.793
LBR,2013,61.186,4.706
LBR,2014,61.723,4.621
LBR,2015,62.269,4.54
LBR,2016,62.802,4.461
LBR,2017,63.295,4.387
LBR,2018,63.73,4.315
LBR,2019,64.104,4.247
LBR,2020,64.423,4.183
LBY,2000,70.852,2.851
LBY,2001,71.038,2.751
LBY,2002,71.244,2.671
LBY,2003,71.466,2.609
LBY,2004,71.693,2.563
LBY,2005,71.902,2.53
LBY,2006,72.063,2.509
LBY,2007,72.155,2.497
LBY,2008,72.174,2.49
LBY,2009,72.129,2.485
LBY,2010,72.044,2.478
LBY,2011,71.956,2.466
LBY,2012,71.901,2.447
LBY,2013,71.907,2.423
LBY,2014,71.981,2.392
LBY,2015,72.121,2.356
LBY,2016,72.311,2.317
LBY,2017,72.52,2.277
LBY,2018,72.724,2.24
LBY,2019,72.913,2.206
LBY,2020,73.082,2.175
LCA,2000,73.319,2.202
LCA,2001,73.486,2.06
LCA,2002,73.648,1.933
LCA,2003,73.808,1.826
LCA,2004,73.966,1.74
LCA,2005,74.122,1.675
LCA,2006,74.276,1.63
LCA,2007,74.426,1.598
LCA,2008,74.571,1.574
LCA,2009,74.712,1.555
LCA,2010,74.852,1.538
LCA,2011,74.993,1.522
LCA,2012,75.138,1.508
LCA,2013,75.286,1.496
LCA,2014,75.44,1.485
LCA,2015,75.596,1.473
LCA,2016,75.752,1.461
LCA,2017,75.907,1.448
LCA,2018,76.057,1.436
LCA,2019,76.203,1.424
LCA,2020,76.343,1.411
LIE,2000,76.8268292682927,1.57
LIE,2001,79.2756097560976,1.52
LIE,2002,79.6365853658537,1.47
LIE,2003,79.9609756097561,1.36
LIE,2004,81.7707317073171,1.44
LIE,2005,80.6682926829268,1.49
LIE,2006,80.9487804878049,1.43
LIE,2007,81.2951219512195,1.42
LIE,2008,82.6829268292683,1.43
LIE,2009,81.5,1.71
LIE,2010,81.8414634146342,1.4
LIE,2011,81.7926829268293,1.69
LIE,2012,82.3829268292683,1.51
LIE,2013,82.2609756097561,1.45
LIE,2014,82.0731707317073,1.59
LIE,2015,82.6560975609756,1.4
LIE,2016,82.2585365853659,1.61
LIE,2017,83.7463414634147,1.44
LIE,2018,83.0414634146342,1.58
LIE,2019,84.1609756097561,1.48
LIE,2020,81.8073170731707,1.46
LKA,2000,71.333,2.24
LKA,2001,72.233,2.246
LKA,2002,73.085,2.254
LKA,2003,73.799,2.263
LKA,2004,74.337,2.271
LKA,2005,74.695,2.276
LKA,2006,74.904,2.278
LKA,2007,75.037,2.275
LKA,2008,75.157,2.269
LKA,2009,75.286,2.259
LKA,2010,75.439,2.248
LKA,2011,75.614,2.237
LKA,2012,75.796,2.227
LKA,2013,75.974,2.22
LKA,2014,76.147,2.216
LKA,2015,76.316,2.213
LKA,2016,76.482,2.211
LKA,2017,76.648,2.206
LKA,2018,76.812,2.199
LKA,2019,76.978,2.188
LKA,2020,77.144,2.174
LSO,2000,47.691,3.792
LSO,2001,46.197,3.732
LSO,2002,44.898,3.674
LSO,2003,43.845,3.616
LSO,2004,43.083,3.558
LSO,2005,42.658,3.502
LSO,2006,42.595,3.449
LSO,2007,42.854,3.402
LSO,2008,43.384,3.361
LSO,2009,44.146,3.328
LSO,2010,45.1,3.302
LSO,2011,46.207,3.282
LSO,2012,47.416,3.265
LSO,2013,48.663,3.25
LSO,2014,49.891,3.235
LSO,2015,51.038,3.218
LSO,2016,52.059,3.197
LSO,2017,52.947,3.171
LSO,2018,53.705,3.141
LSO,2019,54.331,3.108
LSO,2020,54.836,3.07
LTU,2000,72.0195121951219,1.39
LTU,2001,71.6585365853659,1.29
LTU,2002,71.7609756097561,1.23
LTU,2003,72.0609756097561,1.26
LTU,2004,71.9609756097561,1.27
LTU,2005,71.2536585365854,1.29
LTU,2006,71.0560975609756,1.33
LTU,2007,70.9,1.36
LTU,2008,71.8121951219512,1.45
LTU,2009,72.9146341463415,1.5
LTU,2010,73.2682926829268,1.5
LTU,2011,73.5634146341464,1.55
LTU,2012,73.8634146341464,1.6
LTU,2013,73.9146341463415,1.59
LTU,2014,74.5170731707317,1.63
LTU,2015,74.3219512195122,1.7
LTU,2016,74.6707317073171,1.69
LTU,2017,75.4804878048781,1.63
LTU,2018,75.6804878048781,1.63
LTU,2019,76.2829268292683,1.61
LTU,2020,74.9292682926829,1.48
LUX,2000,77.8731707317073,1.76
LUX,2001,77.8243902439025,1.66
LUX,2002,77.9658536585366,1.63
LUX,2003,77.7268292682927,1.62
LUX,2004,79.1219512195122,1.66
LUX,2005,79.4317073170732,1.63
LUX,2006,79.2878048780488,1.65
LUX,2007,79.3829268292683,1.61
LUX,2008,80.5390243902439,1.61
LUX,2009,80.6365853658537,1.59
LUX,2010,80.6317073170732,1.63
LUX,2011,80.9878048780488,1.52
LUX,2012,81.3926829268293,1.57
LUX,2013,81.8,1.55
LUX,2014,82.2292682926829,1.5
LUX,2015,82.2926829268293,1.47
LUX,2016,82.6853658536585,1.41
LUX,2017,82.0951219512195,1.39
LUX,2018,82.2951219512195,1.38
LUX,2019,82.6390243902439,1.34
LUX,2020,81.7414634146342,1.37
LVA,2000,70.3146341463415,1.25
LVA,2001,70.7609756097561,1.22
LVA,2002,70.9609756097561,1.26
LVA,2003,71.2658536585366,1.32
LVA,2004,72.0268292682927,1.29
LVA,2005,71.3560975609756,1.39
LVA,2006,70.8658536585366,1.46
LVA,2007,71.019512195122,1.54
LVA,2008,72.419512195122,1.58
LVA,2009,73.0804878048781,1.46
LVA,2010,73.4829268292683,1.36
LVA,2011,73.5756097560976,1.33
LVA,2012,73.7780487804878,1.44
LVA,2013,73.9829268292683,1.52
LVA,2014,74.1243902439024,1.65
LVA,2015,74.4804878048781,1.7
LVA,2016,74.580487804878,1.74
LVA,2017,74.6292682926829,1.69
LVA,2018,74.7829268292683,1.6
LVA,2019,75.3878048780488,1.61
LVA,2020,75.3878048780488,1.55
MAC,2000,80.407,0.95
MAC,2001,80.645,0.906
MAC,2002,80.87,0.875
MAC,2003,81.089,0.86
MAC,2004,81.304,0.862
MAC,2005,81.523,0.879
MAC,2006,81.748,0.911
MAC,2007,81.981,0.953
MAC,2008,82.22,0.999
MAC,2009,82.462,1.048
MAC,2010,82.704,1.093
MAC,2011,82.938,1.131
MAC,2012,83.158,1.161
MAC,2013,83.361,1.183
MAC,2014,83.543,1.196
MAC,2015,83.707,1.203
MAC,2016,83.854,1.207
MAC,2017,83.989,1.211
MAC,2018,84.118,1.217
MAC,2019,84.244,1.228
MAC,2020,84.37,1.244
MAF,2000,76.8731707317073,1.83
MAF,2001,76.9731707317073,1.83
MAF,2002,77.1731707317073,1.83
MAF,2003,77.3731707317073,1.83
MAF,2004,77.5219512195122,1.83
MAF,2005,77.6731707317073,1.83
MAF,2006,77.8731707317073,1.82
MAF,2007,78.0219512195122,1.82
MAF,2008,78.2219512195122,1.82
MAF,2009,78.3731707317073,1.82
MAF,2010,78.5219512195122,1.82
MAF,2011,78.7219512195122,1.82
MAF,2012,78.8731707317073,1.82
MAF,2013,79.0219512195122,1.81
MAF,2014,79.1731707317073,1.81
MAF,2015,79.3219512195122,1.81
MAF,2016,79.5219512195122,1.81
MAF,2017,79.6219512195122,1.81
MAF,2018,79.8219512195122,1.81
MAF,2019,79.9731707317073,1.81
MAF,2020,80.1219512195122,1.81
MAR,2000,68.684,2.771
MAR,2001,69.193,2.715
MAR,2002,69.769,2.67
MAR,2003,70.399,2.632
MAR,2004,71.067,2.598
MAR,2005,71.746,2.571
MAR,2006,72.403,2.553
MAR,2007,73.009,2.545
MAR,2008,73.546,2.547
MAR,2009,74.003,2.556
MAR,2010,74.382,2.567
MAR,2011,74.696,2.576
MAR,2012,74.97,2.579
MAR,2013,75.227,2.571
MAR,2014,75.477,2.552
MAR,2015,75.726,2.524
MAR,2016,75.974,2.489
MAR,2017,76.218,2.451
MAR,2018,76.453,2.415
MAR,2019,76.68,2.382
MAR,2020,76.901,2.353
MCO,2000,,
MCO,2001,,
MCO,2002,,
MCO,2003,,
MCO,2004,,
MCO,2005,,
MCO,2006,,
MCO,2007,,
MCO,2008,,
MCO,2009,,
MCO,2010,,
MCO,2011,,
MCO,2012,,
MCO,2013,,
MCO,2014,,
MCO,2015,,
MCO,2016,,
MCO,2017,,
MCO,2018,,
MCO,2019,,
MCO,2020,,
MDA,2000,67.006,1.435
MDA,2001,67.185,1.354
MDA,2003,67.521,1.247
MDA,2004,67.665,1.224
MDA,2005,67.82,1.219
MDA,2006,68.022,1.227
MDA,2007,68.302,1.241
MDA,2008,68.671,1.256
MDA,2009,69.119,1.268
MDA,2010,69.616,1.275
MDA,2011,70.119,1.276
MDA,2012,70.581,1.273
MDA,2013,70.968,1.27
MDA,2014,71.267,1.265
MDA,2015,71.478,1.261
MDA,2016,71.617,1.259
MDA,2017,71.717,1.259
MDA,2018,71.808,1.262
MDA,2019,71.901,1.269
MDA,2020,72.006,1.278
MDG,2000,58.485,5.551
MDG,2001,59.129,5.447
MDG,2002,59.717,5.342
MDG,2003,60.256,5.24
MDG,2004,60.752,5.141
MDG,2005,61.212,5.047
MDG,2006,61.65,4.956
MDG,2007,62.079,4.866
MDG,2008,62.509,4.777
MDG,2009,62.944,4.689
MDG,2010,63.388,4.603
MDG,2011,63.836,4.52
MDG,2012,64.28,4.442
MDG,2013,64.713,4.369
MDG,2014,65.133,4.302
MDG,2015,65.539,4.241
MDG,2016,65.931,4.184
MDG,2017,66.311,4.13
MDG,2018,66.681,4.077
MDG,2019,67.041,4.026
MDG,2020,67.39,3.976
MDV,2000,70.173,2.771
MDV,2001,70.964,2.596
MDV,2002,71.708,2.465
MDV,2003,72.399,2.372
MDV,2004,73.034,2.313
MDV,2005,73.612,2.279
MDV,2006,74.138,2.262
MDV,2007,74.621,2.254
MDV,2008,75.073,2.245
MDV,2009,75.499,2.231
MDV,2010,75.905,2.206
MDV,2011,76.293,2.171
MDV,2012,76.664,2.129
MDV,2013,77.018,2.084
MDV,2014,77.36,2.038
MDV,2015,77.691,1.991
MDV,2016,78.013,1.947
MDV,2017,78.325,1.906
MDV,2018,78.627,1.87
MDV,2019,78.921,1.84
MDV,2020,79.208,1.815
MEX,2000,74.34,2.716
MEX,2001,74.658,2.669
MEX,2002,74.922,2.623
MEX,2003,75.118,2.579
MEX,2004,75.243,2.536
MEX,2005,75.3,2.495
MEX,2006,75.296,2.456
MEX,2007,75.255,2.421
MEX,2008,75.194,2.391
MEX,2010,75.065,2.34
MEX,2011,75.011,2.317
MEX,2012,74.966,2.294
MEX,2013,74.93,2.27
MEX,2014,74.908,2.243
MEX,2015,74.904,2.215
MEX,2016,74.917,2.186
MEX,2017,74.947,2.157
MEX,2018,74.992,2.129
MEX,2019,75.054,2.103
MEX,2020,75.131,2.079
MHL,2000,65.2390243902439,
MHL,2001,,
MHL,2002,,
MHL,2003,,
MHL,2004,,
MHL,2005,,4.5
MHL,2006,,4.5
MHL,2007,,4.5
MHL,2008,,
MHL,2009,,
MHL,2010,,
MHL,2011,,4.05
MHL,2012,,
MHL,2013,,
MHL,2014,,
MHL,2015,,
MHL,2016,,
MHL,2017,,
MHL,2018,,
MHL,2019,,
MHL,2020,,
MKD,2000,72.9463414634147,1.723
MKD,2001,73.4365853658537,1.683
MKD,2002,73.0390243902439,1.644
MKD,2003,73.2414634146342,1.605
MKD,2004,73.5975609756098,1.566
MKD,2005,73.6975609756098,1.5
MKD,2006,73.8951219512195,1.46
MKD,2007,73.8,1.46
MKD,2008,74.4,1.47
MKD,2009,74.4463414634146,1.5
MKD,2010,74.9975609756098,1.6
MKD,2011,75.1,1.46
MKD,2012,74.9024390243903,1.5
MKD,2013,75.4,1.5
MKD,2014,75.4512195121951,1.5
MKD,2015,75.4024390243902,1.49
MKD,2016,75.4,1.5
MKD,2017,75.9536585365854,1.43
MKD,2018,76.6487804878049,1.42
MKD,2019,76.6024390243903,1.34
MKD,2020,75.6931707317073,1.3
MLI,2000,48.069,6.897
MLI,2001,48.758,6.878
MLI,2002,49.54,6.861
MLI,2003,50.373,6.842
MLI,2004,51.224,6.821
MLI,2005,52.057,6.794
MLI,2006,52.839,6.76
